Identifier,Company Name,Country of Exchange,"Price Close
(IDR)
In the last 5 FY",,,,,"Shares - Outstanding - Total
In the last 5 FY",,,,,"Total Assets
(IDR)
In the last 5 FY",,,,,"Total Liabilities
(IDR)
In the last 5 FY",,,,,"ROA - %
In the last 5 FY",,,,
,,,2024,2023,2022,2021,2020,2024,2023,2022,2021,2020,2024,2023,2022,2021,2020,2024,2023,2022,2021,2020,2024,2023,2022,2021,2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGRO.JK,Sampoerna Agro Tbk PT,Indonesia,"2,140.00","2,010.00","2,100.00","1,995.00","1,615.00","1,818,622,000.00","1,818,622,000.00","1,818,622,000.00","1,818,622,000.00","1,818,622,000.00","10,702,351,000,000.00","10,067,533,000,000.00","10,243,238,000,000.00","9,751,365,000,000.00","9,744,680,000,000.00","4,492,331,000,000.00","4,555,126,000,000.00","5,013,127,000,000.00","5,154,666,000,000.00","5,948,624,000,000.00",10.3%,7.3%,14.0%,12.3%,1.0%
SHID.JK,Hotel Sahid Jaya International Tbk PT,Indonesia,935.00,650.00,"2,300.00",780.00,"2,600.00","1,119,326,168.00","1,119,326,168.00","1,119,326,168.00","1,119,326,168.00","1,119,326,168.00","1,248,491,653,206.00","1,264,157,214,668.00","1,303,744,727,251.00","1,344,549,041,177.00","1,429,746,827,407.00","501,571,414,231.00","504,544,035,865.00","521,563,014,488.00","532,189,995,376.00","547,186,693,295.00",-1.0%,-1.8%,-2.4%,-3.0%,-3.5%
SHIP.JK,Sillo Maritime Perdana Tbk PT,Indonesia,"1,010.00","1,045.00",880.00,980.00,600.00,"2,719,790,000.00","2,719,790,000.00","2,719,790,000.00","2,719,790,000.00","2,719,790,000.00","7,778,213,351,180.00","6,653,419,628,830.00","5,903,889,593,855.00","4,637,895,202,500.00","4,135,677,043,680.00","4,212,117,013,660.00","3,644,153,128,730.00","3,223,602,742,030.00","2,488,180,359,000.00","2,241,502,721,640.00",6.4%,7.6%,8.6%,8.0%,9.9%
SICO.JK,Sigma Energy Compressindo Tbk PT,Indonesia,103.00,102.00,158.00,,,"910,054,884.00","910,047,664.00","910,034,647.00","910,000,000.00","910,000,000.00","150,785,311,447.00","138,477,729,470.00","135,962,149,352.00","67,228,777,690.00","69,103,191,702.00","25,813,112,441.00","21,135,275,183.00","26,530,461,107.00","25,783,278,123.00","35,836,566,178.00",10.2%,10.5%,14.3%,15.0%,9.1%
SIDO.JK,Industri Jamu dan Farmasi Sido Muncul Tbk PT,Indonesia,590.00,525.00,755.00,865.00,798.90,"30,000,000,000.00","30,000,000,000.00","30,000,000,000.00","30,224,587,905.32","29,997,603,635.56","3,939,625,000,000.00","3,890,706,000,000.00","4,081,442,000,000.00","4,068,970,000,000.00","3,849,516,000,000.00","451,781,000,000.00","504,765,000,000.00","575,967,000,000.00","597,785,000,000.00","627,776,000,000.00",38.6%,30.6%,34.8%,40.7%,32.5%
SILO.JK,Siloam International Hospitals Tbk PT,Indonesia,"3,240.00","2,180.00","1,260.00","1,071.88",687.50,"12,999,557,947.00","12,986,802,100.00","12,959,756,000.00","12,933,941,000.00","12,926,125,000.00","14,206,336,000,000.00","10,982,062,000,000.00","9,665,602,000,000.00","9,304,325,000,000.00","8,427,782,000,000.00","5,454,708,000,000.00","2,934,426,000,000.00","2,614,083,000,000.00","2,780,383,000,000.00","2,409,411,000,000.00",10.8%,16.1%,10.4%,11.0%,3.8%
SIMA.JK,Siwani Makmur Tbk PT,Indonesia,50.00,50.00,50.00,50.00,50.00,"442,589,871.00","442,589,871.00","442,589,871.00","442,589,871.00","442,589,871.00","74,549,587,669.00","86,202,590,406.00","40,194,897,678.00","40,080,558,448.00","62,607,762,222.00","59,346,034,079.00","57,800,297,489.00","11,920,344,067.00","11,338,059,066.00","31,210,008,707.00",-13.5%,-0.5%,-1.7%,-3.1%,1.8%
SIMP.JK,Salim Ivomas Pratama Tbk PT,Indonesia,378.00,376.00,414.00,456.00,420.00,"15,501,310,000.00","15,501,310,000.00","15,501,310,000.00","15,501,310,000.00","15,501,310,000.00","37,247,829,000,000.00","35,012,351,000,000.00","36,113,081,000,000.00","35,964,101,000,000.00","35,379,283,000,000.00","13,260,394,000,000.00","13,291,426,000,000.00","14,945,799,000,000.00","16,111,943,000,000.00","16,821,217,000,000.00",8.3%,4.2%,6.7%,6.4%,2.9%
SINI.JK,Singaraja Putra Tbk PT,Indonesia,"5,000.00",875.00,"1,105.00",336.00,370.00,"481,000,000.00","481,000,000.00","481,000,000.00","468,300,850.00","464,788,259.00","806,899,523,671.00","596,476,287,836.00","563,818,753,191.00","174,987,775,320.00","153,676,923,198.00","1,452,954,863,010.00","1,220,048,412,263.00","283,587,154,073.00","134,956,874,463.00","125,132,264,284.00",-2.7%,-0.9%,4.0%,7.3%,3.1%
SIPD.JK,Sreeya Sewu Indonesia Tbk PT,Indonesia,825.00,"1,350.00","1,425.00","2,000.00","1,500.00","1,839,102,056.00","1,839,102,056.00","1,339,102,579.00","1,339,102,579.00","1,339,102,579.00","3,119,496,000,000.00","3,281,471,000,000.00","3,002,424,000,000.00","2,787,550,000,000.00","2,618,554,000,000.00","1,915,653,000,000.00","2,088,422,000,000.00","2,300,107,000,000.00","1,874,034,000,000.00","1,717,786,000,000.00",0.5%,-1.3%,-7.2%,-0.9%,2.4%
SKBM.JK,Sekar Bumi Tbk PT,Indonesia,454.00,314.00,378.00,360.00,324.00,"1,730,103,217.00","1,730,103,217.00","1,730,103,217.00","1,730,103,217.00","1,726,003,217.00","1,841,387,615,106.00","1,839,622,473,747.00","2,042,199,577,083.00","1,970,428,120,056.00","1,768,660,546,754.00","852,908,675,358.00","772,343,255,862.00","968,233,866,594.00","977,942,627,046.00","806,678,887,419.00",-5.7%,0.7%,5.9%,2.5%,0.7%
SKLT.JK,Sekar Laut Tbk PT,Indonesia,199.00,282.00,195.00,242.00,156.50,"6,229,303,100.00","6,223,788,700.00","6,216,959,500.00","6,216,664,500.00","6,216,664,500.00","1,522,025,167,907.00","1,282,739,303,035.00","1,033,289,474,829.00","889,125,250,792.00","773,863,042,440.00","607,398,668,005.00","465,795,522,143.00","442,535,947,408.00","347,288,021,564.00","366,908,471,713.00",10.8%,8.4%,9.6%,12.2%,7.1%
SKRN.JK,Superkrane Mitra Utama Tbk PT,Indonesia,332.00,498.00,446.00,181.00,146.00,"7,117,999,826.00","7,117,999,826.00","6,717,500,000.00","6,717,500,000.00","6,717,500,000.00","1,603,155,443,001.00","2,925,890,854,697.00","1,712,138,681,353.00","1,449,009,069,102.00","1,535,017,239,607.00","896,260,067,731.00","2,063,210,716,778.00","1,112,737,665,685.00","891,807,342,528.00","968,951,593,579.00",11.7%,9.3%,6.7%,-0.2%,1.4%
SKYB.JK,Northcliff Citranusa Indonesia Tbk PT,Indonesia,51.00,51.00,51.00,51.00,51.00,"585,000,000.00","585,000,000.00","585,000,000.00","585,000,000.00","585,000,000.00","31,263,081,070.00","33,127,001,121.00","35,293,559,809.00","117,556,210,410.00","361,690,270,528.00","1,026,520,973.00","816,401,078.00","1,266,899,358.00","146,994,610,309.00","216,352,307,527.00",-8.4%,-6.6%,51.2%,-43.6%,-8.3%
SLIS.JK,Gaya Abadi Sempurna Tbk PT,Indonesia,50.00,75.00,251.25,797.63,"4,885.50","2,000,000,000.00","2,463,335,050.00","2,005,937,575.22","2,005,937,575.22","2,005,937,575.22","430,461,188,814.00","473,573,297,433.00","446,032,517,908.00","395,546,064,266.00","383,601,312,705.00","79,991,606,782.00","127,443,834,879.00","200,231,237,021.00","190,898,283,500.00","204,941,029,210.00",1.4%,6.0%,12.9%,8.4%,9.0%
SMAR.JK,Sinar Mas Agro Resources and Technology Tbk PT,Indonesia,"3,650.00","4,000.00","4,950.00","4,360.00","4,150.00","2,872,193,366.00","2,872,193,366.00","2,872,193,366.00","2,872,193,366.00","2,872,193,366.00","45,333,131,000,000.00","39,716,363,000,000.00","42,600,814,000,000.00","40,345,003,000,000.00","35,026,171,000,000.00","25,450,074,000,000.00","20,644,500,000,000.00","23,353,011,000,000.00","25,927,174,000,000.00","22,502,490,000,000.00",3.5%,2.2%,14.4%,9.4%,6.6%
SMBR.JK,Semen Baturaja Tbk PT,Indonesia,204.00,278.00,386.00,620.00,"1,065.00","9,932,534,336.00","9,932,534,336.00","9,932,534,336.00","9,932,534,336.00","9,932,534,336.00","4,907,686,845,000.00","4,856,730,638,000.00","5,242,724,933,000.00","5,271,953,697,000.00","5,737,175,560,000.00","1,639,441,913,000.00","1,694,318,282,000.00","2,167,586,907,000.00","2,271,787,404,000.00","2,329,286,953,000.00",3.5%,3.2%,1.9%,1.3%,0.6%
SMCB.JK,Solusi Bangun Indonesia Tbk PT,Indonesia,750.00,"1,345.00","1,425.00","1,690.00","1,440.00","9,019,381,973.00","9,019,381,973.00","9,019,381,973.00","9,019,381,973.00","7,662,900,000.00","21,046,352,000,000.00","22,206,739,000,000.00","21,378,510,000,000.00","21,491,023,000,000.00","20,738,125,000,000.00","8,132,242,000,000.00","9,702,125,000,000.00","9,518,472,000,000.00","10,291,951,000,000.00","13,171,946,000,000.00",4.7%,5.6%,5.5%,5.1%,4.9%
SMDM.JK,Suryamas Dutamakmur Tbk PT,Indonesia,525.00,194.00,181.00,196.00,103.00,"4,772,138,237.00","4,772,138,237.00","4,772,138,237.00","4,772,138,237.00","4,772,138,237.00","3,462,272,048,915.00","3,534,588,823,995.00","3,423,278,470,836.00","3,303,511,723,151.00","3,201,910,904,021.00","251,618,246,015.00","476,254,570,089.00","463,973,692,434.00","523,995,257,470.00","553,905,302,046.00",5.1%,3.1%,5.7%,4.0%,0.8%
SMDR.JK,Samudera Indonesia Tbk PT,Indonesia,268.00,320.00,386.00,199.00,56.80,"16,375,600,000.00","16,375,600,000.00","16,375,600,000.00","16,375,600,000.00","16,375,600,000.00","20,735,018,157,950.00","19,350,951,158,125.00","17,952,920,242,345.00","11,815,832,328,000.00","8,060,983,725,600.00","9,034,160,263,900.00","8,797,466,407,260.00","7,890,417,872,920.00","6,375,322,362,750.00","4,666,526,565,480.00",7.3%,9.3%,33.3%,19.9%,-0.3%
SMGA.JK,Sumber Mineral Global Abadi Tbk PT,Indonesia,59.00,,,,,"8,750,000,000.00","8,750,000,000.00","8,750,000,000.00","8,750,000,000.00","8,750,000,000.00","790,209,329,425.00","280,763,632,064.00","212,284,695,437.00","133,548,056,918.00","83,705,471,657.00","439,179,460,633.00","127,189,117,176.00","47,514,887,385.00","113,192,162,711.00","78,892,285,678.00",4.5%,1.6%,4.8%,0.4%,
SMGR.JK,Semen Indonesia (Persero) Tbk PT,Indonesia,"3,290.00","6,400.00","6,575.00","7,229.89","12,390.53","6,751,540,090.00","6,751,540,090.00","6,751,540,090.00","5,947,995,948.78","5,947,995,948.78","76,993,082,000,000.00","81,820,529,000,000.00","82,960,012,000,000.00","81,766,327,000,000.00","78,006,244,000,000.00","28,685,871,000,000.00","34,019,553,000,000.00","35,720,652,000,000.00","38,891,315,000,000.00","42,352,909,000,000.00",1.6%,4.0%,4.0%,4.5%,4.5%
SMIL.JK,Sarana Mitra Luas Tbk PT,Indonesia,195.00,121.00,,,,"8,750,170,680.00","8,750,000,000.00","8,750,000,000.00","8,750,000,000.00","8,750,000,000.00","1,118,591,197,778.00","847,648,702,441.00","584,020,679,924.00","557,144,366,011.00","473,933,929,995.00","396,711,319,313.00","190,041,793,733.00","179,551,386,017.00","182,692,326,221.00","174,408,748,288.00",9.2%,12.9%,10.0%,14.4%,9.7%
SMKL.JK,Satyamitra Kemas Lestari Tbk PT,Indonesia,169.00,202.00,260.00,520.00,202.00,"3,418,085,290.00","3,418,085,290.00","3,418,085,290.00","3,418,085,290.00","3,400,000,005.00","2,056,611,243,816.00","1,890,946,951,343.00","2,024,398,917,353.00","1,908,641,505,907.00","1,672,515,743,467.00","1,112,013,903,527.00","963,901,177,675.00","1,065,998,439,638.00","1,081,939,496,306.00","939,137,865,824.00",1.6%,1.0%,5.2%,7.8%,3.7%
SMKM.JK,Sumber Mas Konstruksi Tbk PT,Indonesia,66.00,53.00,620.00,,,"1,253,000,000.00","1,253,000,000.00","1,253,000,000.00","1,000,000,000.00","1,253,000,000.00","210,962,975,105.00","207,692,011,687.00","204,103,051,850.00","224,052,975,463.00","76,206,113,589.00","4,860,948,617.00","3,433,811,703.00","8,586,335,290.00","101,305,155,503.00","3,436,559,821.00",2.3%,6.4%,4.4%,8.4%,7.1%
SMLE.JK,Sinergi Multi Lestarindo PT Tbk,Indonesia,115.00,,,,,"2,328,145,819.00","2,328,125,000.00","2,328,125,000.00","2,328,125,000.00","2,328,125,000.00","215,821,427,270.00","91,907,599,447.00","73,990,273,824.00","57,154,204,172.00","61,906,693,859.00","108,772,886,229.00","68,402,040,813.00","59,595,160,109.00","48,842,378,266.00","58,563,085,195.00",4.4%,5.3%,11.9%,11.4%,
SMMA.JK,Sinar Mas Multiartha Tbk PT,Indonesia,"14,600.00","14,500.00","12,550.00","11,750.00","11,400.00","6,367,664,717.00","6,367,664,717.00","6,367,664,717.00","6,367,664,717.00","6,367,664,717.00","117,192,124,000,000.00","113,966,010,000,000.00","114,406,803,000,000.00","117,509,999,000,000.00","107,913,081,000,000.00","91,986,334,000,000.00","89,137,464,000,000.00","90,731,743,000,000.00","94,727,715,000,000.00","85,533,979,000,000.00",1.0%,1.1%,1.1%,1.0%,0.0%
SMMT.JK,Golden Eagle Energy Tbk PT,Indonesia,730.00,930.00,650.00,202.00,116.00,"3,150,000,000.00","3,150,000,000.00","3,150,000,000.00","3,150,000,000.00","3,150,000,000.00","1,286,377,299,461.99","1,007,863,610,940.05","1,182,852,785,318.96","1,051,640,434,770.01","881,786,218,140.03","437,998,529,419.05","208,339,830,992.96","165,956,607,185.93","233,792,851,055.02","317,228,386,339.00",3.4%,25.6%,41.5%,26.7%,-2.7%
SMRA.JK,Summarecon Agung Tbk PT,Indonesia,490.00,575.00,605.00,835.00,780.02,"16,508,568,358.00","16,508,568,358.00","16,508,568,358.00","16,508,568,358.00","14,888,780,540.16","33,534,100,462,000.00","31,168,375,086,000.00","28,433,574,878,000.00","26,049,716,678,000.00","24,922,534,224,000.00","19,701,573,132,000.00","18,865,313,214,000.00","16,683,534,371,000.00","14,819,493,511,000.00","15,836,845,684,000.00",8.9%,4.5%,3.7%,2.9%,1.8%
SMRU.JK,SMR Utama Tbk PT,Indonesia,50.00,50.00,50.00,50.00,50.00,"12,499,385,782.00","12,499,385,782.00","12,499,385,782.00","12,499,385,782.00","12,499,385,782.00","702,627,514,437.00","828,406,395,643.00","936,030,494,471.00","1,029,461,271,703.00","1,288,617,641,905.00","683,286,083,181.00","717,048,120,011.00","740,879,938,141.00","817,496,144,035.00","841,406,041,966.00",-12.8%,-9.6%,-2.4%,-21.3%,-23.1%
SMSM.JK,Selamat Sempurna Tbk PT,Indonesia,"1,900.00","1,995.00","1,535.00","1,360.00","1,385.00","5,758,675,440.00","5,758,675,440.00","5,758,675,440.00","5,758,675,440.00","5,758,675,440.00","4,963,939,000,000.00","4,588,818,000,000.00","4,379,577,000,000.00","3,868,862,000,000.00","3,375,526,000,000.00","1,037,924,000,000.00","947,278,000,000.00","1,060,545,000,000.00","957,229,000,000.00","727,016,000,000.00",29.4%,29.0%,28.4%,25.5%,21.1%
SNLK.JK,Sunter Lakeside Hotel Tbk PT,Indonesia,700.00,515.00,620.00,900.00,,"450,000,000.00","450,000,000.00","450,000,000.00","450,000,000.00","300,000,000.00","213,786,540,841.00","217,623,153,606.00","203,039,590,591.00","205,422,524,494.00","197,969,794,313.00","45,711,586,943.00","47,960,986,890.00","53,363,783,090.00","50,894,320,722.00","55,746,105,547.00",-0.8%,-0.7%,-2.7%,-4.7%,16.1%
SOCI.JK,Soechi Lines Tbk PT,Indonesia,167.00,183.00,181.00,196.00,264.00,"7,059,000,000.00","7,059,000,000.00","7,059,000,000.00","7,059,000,000.00","7,059,000,000.00","9,697,152,334,150.00","9,303,253,383,175.00","9,867,586,575,055.00","8,966,242,628,250.00","9,260,184,295,440.00","3,254,854,788,600.00","3,414,314,184,400.00","4,045,193,671,310.00","3,730,114,855,500.00","4,192,826,933,880.00",3.2%,1.8%,1.4%,1.2%,4.6%
SOFA.JK,Boston Furniture Industries Tbk PT,Indonesia,46.00,17.00,28.00,46.00,108.00,"1,653,574,499.00","1,653,574,499.00","1,653,574,499.00","1,653,574,499.00","1,650,000,000.00","62,447,633,724.00","63,935,820,276.00","62,050,290,153.00","64,101,498,956.00","68,265,043,218.00","17,652,927,012.00","18,521,760,151.00","17,163,467,046.00","20,357,143,223.00","21,595,292,602.00",-1.2%,0.8%,2.2%,-5.9%,1.0%
SOHO.JK,Soho Global Health Tbk PT,Indonesia,635.00,500.00,542.50,637.50,460.00,"12,691,682,390.00","12,691,682,390.00","12,691,682,390.00","12,691,682,390.00","12,691,682,390.00","5,412,023,000,000.00","4,746,960,000,000.00","4,474,599,000,000.00","4,021,919,000,000.00","4,180,243,000,000.00","2,696,807,000,000.00","2,347,862,000,000.00","2,047,044,000,000.00","1,813,628,000,000.00","1,974,141,000,000.00",11.6%,10.1%,10.7%,16.9%,6.7%
SOLA.JK,Xolare RCR Energy PT Tbk,Indonesia,50.00,,,,,"3,281,250,000.00","3,281,250,000.00","3,281,250,000.00","3,281,250,000.00","3,281,250,000.00","184,518,911,448.00","107,521,917,413.00","93,636,521,834.00","92,938,769,839.00","41,651,752,073.00","34,727,154,372.00","31,818,472,944.00","23,881,951,836.00","39,646,643,972.00","23,693,239,581.00",6.2%,7.5%,26.2%,39.7%,
SONA.JK,Sona Topas Tourism Industry Tbk PT,Indonesia,"4,190.00","1,020.00","2,200.00","2,737.50","3,000.00","662,400,000.00","662,400,000.00","662,400,000.00","662,400,000.00","662,400,000.00","911,939,978,917.00","899,489,533,890.00","975,112,427,368.00","739,965,067,428.00","853,905,287,718.00","275,910,979,735.00","307,112,201,223.00","375,187,129,697.00","92,020,129,964.00","150,391,014,535.00",5.3%,2.8%,-7.4%,-11.7%,-17.3%
SOSS.JK,Shield On Service Tbk PT,Indonesia,494.00,486.00,482.00,380.00,388.00,"799,414,231.00","799,414,231.00","663,694,316.00","659,063,705.00","657,017,005.00","454,002,353,281.00","461,112,320,236.00","345,365,159,671.00","318,171,407,124.00","293,845,361,216.00","154,675,620,846.00","166,856,441,654.00","132,542,687,306.00","135,630,028,267.00","144,899,093,170.00",6.5%,12.2%,12.2%,15.0%,9.1%
SOTS.JK,Satria Mega Kencana Tbk PT,Indonesia,306.00,340.00,314.00,272.00,198.00,"1,000,003,979.00","1,000,003,979.00","1,000,000,075.00","1,000,000,075.00","1,000,000,005.00","421,142,412,615.00","434,150,341,680.00","405,016,642,067.00","412,891,245,744.00","417,897,918,156.00","226,154,707,606.00","222,618,312,071.00","163,246,710,082.00","154,833,436,097.00","137,150,357,892.00",-3.8%,-3.3%,-4.1%,-5.8%,-6.6%
SOUL.JK,Mitra Tirta Buwana PT Tbk,Indonesia,46.00,22.00,,,,"1,082,552,971.00","812,500,000.00","1,082,500,000.00",,,"42,362,710,005.00","18,617,073,899.00","2,947,594,869.00",,,"3,290,600,534.00","2,176,787,416.00","2,520,766,331.00",,,-13.2%,1.6%,,,
SPMA.JK,Suparma Tbk PT,Indonesia,296.00,348.00,496.00,619.47,207.83,"3,154,092,216.00","3,154,092,216.00","3,154,092,216.00","3,154,078,374.16","3,154,061,238.63","3,392,686,914,315.00","3,303,922,519,911.00","3,239,231,499,990.00","2,746,153,295,147.00","2,316,065,006,133.00","1,008,005,049,539.00","984,503,543,994.00","1,092,943,225,203.00","930,679,950,301.00","784,672,948,574.00",4.0%,7.3%,14.4%,14.9%,8.3%
SPRE.JK,Soraya Berjaya Indonesia Tbk PT,Indonesia,182.00,,,,,"800,000,000.00","800,000,000.00","800,000,000.00",,,"53,962,699,928.00","24,832,103,243.00","16,215,277,763.00",,,"5,951,977,109.00","7,119,688,866.00","12,852,850,528.00",,,8.1%,18.1%,,,
SPTO.JK,Surya Pertiwi Tbk PT,Indonesia,650.00,560.00,545.00,640.00,585.00,"2,700,000,000.00","2,700,000,000.00","2,700,000,000.00","2,700,000,000.00","2,700,000,000.00","3,415,593,681,665.00","3,237,655,784,669.00","3,116,150,805,162.00","3,143,458,650,849.00","3,035,584,618,693.00","1,051,746,901,490.00","1,008,062,728,819.00","1,008,510,478,795.00","1,090,591,747,487.00","1,094,528,675,275.00",11.4%,10.5%,8.9%,8.6%,4.8%
SQMI.JK,PT Wilton Makmur Indonesia Tbk,Indonesia,29.00,55.00,68.00,59.00,378.00,"15,537,591,429.00","15,537,591,429.00","15,537,591,429.00","15,537,591,429.00",,"509,051,392,682.00","476,208,738,185.00","445,872,302,708.00","412,324,566,152.00",,"404,288,611,941.00","315,619,692,871.00","253,821,305,799.00","593,852,453,543.00",,-10.4%,-6.9%,-4.2%,,
SRAJ.JK,Sejahteraraya Anugrahjaya Tbk PT,Indonesia,"2,360.00",300.00,655.00,310.00,204.00,"12,000,705,445.00","12,000,705,445.00","12,000,705,445.00","12,000,705,445.00","12,000,705,445.00","5,683,022,000,000.00","5,606,291,000,000.00","5,749,599,247,752.00","4,871,806,608,361.00","4,346,329,088,006.00","3,849,718,000,000.00","3,748,834,000,000.00","3,854,461,126,636.00","2,944,404,062,678.00","2,591,592,815,242.00",0.0%,-0.6%,-0.8%,3.4%,0.0%
SRIL.JK,Sri Rejeki Isman Tbk PT,Indonesia,146.00,146.00,146.00,146.00,262.00,"20,452,176,844.00","20,452,176,844.00","20,452,176,844.00","20,452,176,844.00","20,452,176,844.00","9,991,171,414,625.00","11,900,252,487,035.00","17,581,929,798,750.00","26,001,923,313,600.00","21,642,414,359,400.00","24,690,709,602,250.00","24,056,806,513,520.00","23,131,581,996,000.00","16,561,187,384,040.00","13,416,172,678,480.00",-21.4%,-29.7%,-76.4%,6.0%,6.9%
SRSN.JK,Indo Acidatama Tbk PT,Indonesia,50.00,67.00,52.00,55.00,58.00,"6,020,000,000.00","6,020,000,000.00","6,020,000,000.00","6,020,000,000.00","6,020,000,000.00","1,135,428,989,000.00","936,697,851,000.00","876,602,301,000.00","860,162,908,000.00","906,846,895,000.00","396,871,660,000.00","226,110,331,000.00","218,259,872,000.00","251,955,480,000.00","318,959,497,000.00",2.9%,8.2%,5.1%,3.7%,7.2%
SRTG.JK,Saratoga Investama Sedaya Tbk PT,Indonesia,"2,090.00","1,640.00","2,530.00","2,800.00",686.00,"13,544,527,900.00","13,536,496,000.00","13,516,772,300.00","13,497,262,500.00","13,469,480,500.00","57,841,857,000,000.00","50,945,120,000,000.00","63,771,150,000,000.00","61,151,527,000,000.00","35,048,949,000,000.00","6,069,049,000,000.00","2,156,896,000,000.00","3,954,713,000,000.00","5,136,745,000,000.00","3,652,322,000,000.00",9.0%,-19.7%,9.4%,53.4%,28.2%
SSIA.JK,Surya Semesta Internusa Tbk PT,Indonesia,"1,345.00",434.00,274.00,484.00,575.00,"4,623,674,740.00","4,555,301,640.00","4,548,539,540.00","4,548,539,540.00","4,548,539,540.00","10,367,405,490,248.00","8,416,773,129,280.00","8,289,646,306,143.00","7,752,170,523,212.00","7,619,976,089,708.00","2,373,731,110,555.00","3,973,318,760,457.00","4,030,178,652,850.00","3,701,617,769,634.00","3,388,901,468,235.00",7.0%,4.6%,3.9%,-1.5%,-0.4%
SSMS.JK,Sawit Sumbermas Sarana Tbk PT,Indonesia,"1,300.00","1,045.00","1,470.00",965.00,"1,250.00","9,525,000,000.00","9,525,000,000.00","9,525,000,000.00","9,525,000,000.00","9,525,000,000.00","11,764,842,337,000.00","11,810,444,633,000.00","11,136,909,800,000.00","10,705,331,418,000.00","12,775,930,059,000.00","8,873,484,995,000.00","9,820,482,573,000.00","9,092,405,909,000.00","9,249,648,391,000.00","7,905,143,639,000.00",10.4%,4.8%,18.0%,16.0%,7.3%
