Identifier,Company Name,Country of Exchange,"ESG Score
In the last 5 FY",,,,,"Revenue - Total
(IDR)
In the last 5 FY",,,,
,,,2024,2023,2022,2021,2020,2024,2023,2022,2021,2020
,,,,,,,,,,,,
FISH.JK,FKS Multi Agro Tbk PT,Indonesia,,,,,,"20,798,741,476,650.00","21,568,932,747,350.00","24,361,259,329,935.00","19,331,509,088,250.00","13,896,111,846,240.00"
FMII.JK,Fortune Mate Indonesia Tbk PT,Indonesia,,,,,,"35,317,779,779.00","42,580,151,783.00","52,372,680,139.00","52,738,265,883.00","51,320,798,915.00"
FORU.JK,Fortune Indonesia Tbk PT,Indonesia,,,,,,"39,482,296,000.00","42,587,432,479.00","46,859,969,995.00","47,065,204,472.00","42,368,551,741.00"
FPNI.JK,Lotte Chemical Titan Tbk PT,Indonesia,,,,,,"5,920,749,930,000.00","5,791,799,135,000.00","7,375,926,635,000.00","5,872,368,000,000.00","4,343,512,680,000.00"
GDYR.JK,Goodyear Indonesia Tbk PT,Indonesia,,,,,,"2,827,584,211,090.00","2,632,912,078,380.00","2,684,467,143,875.00","2,140,585,182,000.00","1,520,086,482,720.00"
GEMA.JK,Gema Grahasarana Tbk PT,Indonesia,,,,,,"1,434,109,952,734.00","1,267,990,712,443.00","1,109,283,319,347.00","1,110,431,789,918.00","984,347,363,283.00"
GGRM.JK,Gudang Garam Tbk PT,Indonesia,23.44,24.05,24.80,25.47,24.68,"25,024,299,000,000.00","45,655,079,000,000.00","27,088,826,000,000.00","33,781,540,000,000.00","35,814,571,000,000.00"
GJTL.JK,Gajah Tunggal Tbk PT,Indonesia,43.01,42.43,37.48,,,"18,029,150,000,000.00","16,970,663,000,000.00","17,170,492,000,000.00","15,344,138,000,000.00","13,434,592,000,000.00"
GMTD.JK,Gowa Makassar Tourism Development Tbk PT,Indonesia,,,,,,"409,300,989,431.00","388,226,694,297.00","322,368,818,129.00","141,833,536,671.00","171,579,489,556.00"
GPRA.JK,Perdana Gapura Prima Tbk PT,Indonesia,,,,,,"517,063,735,554.00","459,530,105,155.00","370,376,407,242.00","446,749,184,612.00","323,797,082,016.00"
GSMF.JK,Equity Development Investment Tbk PT,Indonesia,,,,,,"1,145,909,000,000.00","1,181,673,000,000.00","1,623,829,000,000.00","1,329,765,000,000.00","1,145,031,000,000.00"
HADE.JK,Himalaya Energi Perkasa Tbk PT,Indonesia,,,,,,"3,961,092,000.00","4,019,407,800.00","3,919,110,600.00","3,817,867,200.00","3,714,160,800.00"
HDTX.JK,Panasia Indo Resources Tbk PT,Indonesia,,,,,,"538,000.00","27,908,000.00","6,005,743,000.00","11,764,292,000.00","10,600,097,000.00"
HERO.JK,DFI Retail Nusantara Tbk Pt,Indonesia,,,,,,"4,543,989,000,000.00","4,387,448,000,000.00","4,436,667,000,000.00","3,481,227,000,000.00","3,559,333,000,000.00"
HEXA.JK,Hexindo Adiperkasa Tbk PT,Indonesia,,,,,,"9,705,370,412,650.00","9,451,123,018,020.00","6,656,157,410,368.00","3,833,425,737,240.00","6,918,229,717,300.00"
HITS.JK,Humpuss Intermoda Transportasi Tbk PT,Indonesia,,,,,,"2,174,792,058,450.00","1,731,506,270,655.00","1,746,997,311,125.00","1,211,063,866,500.00","1,267,179,006,600.00"
HMSP.JK,Hanjaya Mandala Sampoerna Tbk PT,Indonesia,74.35,76.05,74.85,71.19,75.85,"53,604,073,000,000.00","53,106,365,000,000.00","45,616,356,000,000.00","41,512,611,000,000.00","40,252,223,000,000.00"
IATA.JK,PT MNC Energy Investments Tbk,Indonesia,,,,,,"1,896,844,162,790.00","2,618,257,454,720.00","2,989,483,475,550.00","1,127,485,279,500.00","108,438,038,280.00"
ICON.JK,Pt Island Concepts Indonesia Tbk,Indonesia,,,,,,"204,932,300,631.00","181,373,119,160.00","171,934,673,596.00","140,656,758,698.00","143,693,572,364.00"
IGAR.JK,Champion Pacific Indonesia Tbk PT,Indonesia,,,,,,"869,134,742,614.00","857,775,074,318.00","1,083,672,730,660.00","970,111,806,482.00","739,402,296,030.00"
IIKP.JK,Inti Agri Resources Tbk PT,Indonesia,,,,,,"4,815,122,004.00","10,684,802,545.00","6,629,120,976.00","18,376,431,778.00","15,661,470,849.00"
IKAI.JK,Intikeramik Alamasri Industri Tbk PT,Indonesia,,,,,,"176,801,284,000.00","208,393,296,000.00","235,624,901,000.00","186,298,319,000.00","92,586,834,000.00"
IKBI.JK,Sumi Indo Kabel Tbk PT,Indonesia,,,,,,"3,927,401,522,250.00","3,391,352,994,730.00","3,319,909,692,576.00","2,181,463,862,160.00","3,269,535,483,700.00"
IMAS.JK,Indomobil Sukses Internasional Tbk PT,Indonesia,,,,,,"29,318,218,000,000.00","28,892,314,000,000.00","25,581,929,000,000.00","19,174,995,000,000.00","15,230,426,162,673.00"
INAF.JK,Indofarma Tbk PT,Indonesia,,,,,,"210,379,673,780.00","523,599,087,434.00","980,370,552,490.00","2,901,986,532,879.00","1,715,587,654,399.00"
INAI.JK,Indal Aluminium Industry Tbk PT,Indonesia,,,,,,"1,058,875,659,035.00","1,263,343,722,079.00","1,439,149,115,038.00","1,436,934,034,909.00","1,028,910,711,144.00"
INCF.JK,Indo Komoditi Korpora Tbk PT,Indonesia,,,,,,"183,904,880,000.00","202,242,648,252.00","320,482,209,311.00","363,604,570,740.00","288,636,107,329.00"
INCI.JK,Intanwijaya Internasional Tbk PT,Indonesia,,,,,,"390,526,567,041.00","378,122,098,586.00","478,206,615,319.00","520,716,778,853.00","394,017,538,408.00"
INCO.JK,Vale Indonesia Tbk PT,Indonesia,86.85,88.94,82.91,82.08,83.25,"15,291,742,920,000.00","18,970,688,885,000.00","18,358,170,380,000.00","13,582,729,500,000.00","10,737,005,760,000.00"
INDF.JK,Indofood Sukses Makmur Tbk PT,Indonesia,67.14,67.36,69.72,42.16,39.71,"115,786,525,000,000.00","111,703,611,000,000.00","110,830,272,000,000.00","99,345,618,000,000.00","81,731,469,000,000.00"
INDR.JK,Indo-Rama Synthetics Tbk PT,Indonesia,,,,,,"13,777,730,476,350.00","12,094,281,779,615.00","14,571,040,610,830.00","12,598,450,265,250.00","8,270,149,441,320.00"
INDS.JK,Indospring Tbk PT,Indonesia,,,,,,"3,165,028,322,638.00","3,802,563,221,254.00","3,642,215,794,469.00","3,008,688,064,066.00","1,626,190,564,290.00"
INDX.JK,Tanah Laut Tbk PT,Indonesia,,,,,,"312,127,628.00","1,456,276,487.00","4,800,000,000.00","4,800,000,000.00","4,800,000,000.00"
INKP.JK,Indah Kiat Pulp & Paper Tbk PT,Indonesia,55.72,42.02,31.43,27.25,32.32,"51,419,311,790,000.00","53,559,482,110,000.00","62,300,967,080,000.00","50,111,350,500,000.00","41,923,903,320,000.00"
INPC.JK,Bank Artha Graha Internasional Tbk PT,Indonesia,,,,,,"1,009,154,000,000.00","1,050,375,000,000.00","995,655,000,000.00","808,981,000,000.00","691,028,000,000.00"
INPP.JK,Indonesian Paradise Property Tbk PT,Indonesia,,,,,,"1,309,661,867,481.00","1,104,710,911,002.00","955,541,184,718.00","427,677,089,386.00","397,049,609,531.00"
INRU.JK,Toba Pulp Lestari Tbk PT,Indonesia,,,,,,"1,877,493,830,000.00","1,472,624,120,000.00","2,728,186,505,000.00","2,092,740,750,000.00","1,769,362,920,000.00"
INTA.JK,Intraco Penta Tbk PT,Indonesia,,,,,,"954,679,000,000.00","1,081,793,000,000.00","661,309,000,000.00","611,377,000,000.00","681,103,000,000.00"
INTD.JK,Inter Delta Tbk PT,Indonesia,,,,,,"31,266,379,007.00","43,826,512,604.00","43,205,200,773.00","59,273,878,447.00","51,421,794,000.00"
INTP.JK,Indocement Tunggal Prakarsa Tbk PT,Indonesia,63.52,66.40,65.37,61.90,52.09,"18,548,734,000,000.00","17,949,756,000,000.00","16,328,278,000,000.00","14,771,906,000,000.00","14,184,322,000,000.00"
ISAT.JK,Indosat Tbk PT,Indonesia,47.64,41.99,36.16,49.27,47.36,"55,886,870,000,000.00","51,228,782,000,000.00","46,752,319,000,000.00","31,388,311,000,000.00","27,925,661,000,000.00"
ITMA.JK,Sumber Energi Andalan Tbk PT,Indonesia,,,,,,"15,904,192,680.00","3,781,673,985.00","3,085,481,080.00","2,913,526,500.00",
ITMG.JK,Indo Tambangraya Megah Tbk PT,Indonesia,84.45,84.19,82.69,76.88,78.26,"37,079,356,730,000.00","36,552,579,425,000.00","56,597,655,345,000.00","29,594,585,250,000.00","16,642,117,440,000.00"
JECC.JK,Jembo Cable Company Tbk PT,Indonesia,,,,,,"3,508,544,707,000.00","3,087,562,665,000.00","2,816,473,345,000.00","1,721,401,131,000.00","1,575,004,597,000.00"
JIHD.JK,Jakarta International Hotels & Development Tbk PT,Indonesia,,,,,,"1,624,022,798,000.00","1,465,917,923,000.00","1,266,978,042,000.00","902,939,268,000.00","906,264,511,000.00"
JKON.JK,Jaya Konstruksi Manggala Pratama Tbk PT,Indonesia,,,,,,"3,875,321,246,000.00","4,548,754,696,000.00","4,465,174,493,000.00","3,480,062,858,000.00","3,013,778,917,000.00"
JKSW.JK,Jakarta Kyoei Steel Works Tbk PT,Indonesia,,,,,,0.00,0.00,0.00,"1,463,340,582.00",0.00
JPFA.JK,Japfa Comfeed Indonesia Tbk PT,Indonesia,54.24,55.75,62.82,,,"55,800,849,000,000.00","51,175,898,000,000.00","48,972,085,000,000.00","44,878,300,000,000.00","36,964,948,000,000.00"
JRPT.JK,Jaya Real Property Tbk PT,Indonesia,,,,,,"2,948,078,235,000.00","2,503,645,371,000.00","2,258,974,450,000.00","2,174,343,050,000.00","2,184,941,986,000.00"
JSMR.JK,Jasa Marga (Persero) Tbk PT,Indonesia,59.33,64.18,68.16,71.46,73.11,"28,703,212,000,000.00","21,318,605,000,000.00","16,582,849,000,000.00","15,169,552,000,000.00","13,704,021,000,000.00"
JSPT.JK,Jakarta Setiabudi Internasional Tbk PT,Indonesia,,,,,,"2,402,430,479,000.00","1,774,897,256,000.00","1,376,550,783,000.00","552,780,814,000.00","590,037,813,000.00"
JTPE.JK,Jasuindo Tiga Perkasa Tbk PT,Indonesia,,,,,,"2,116,285,894,967.00","2,296,271,601,062.00","1,423,142,732,743.00","1,075,949,119,283.00","978,625,887,145.00"
KAEF.JK,Kimia Farma Tbk PT,Indonesia,,,,,,"9,938,958,364,000.00","9,871,842,138,000.00","9,232,675,971,000.00","12,857,626,593,000.00","10,006,173,023,000.00"
KARW.JK,Meratus Jasa Prima Tbk PT,Indonesia,,,,,,"73,854,065,400.00","104,435,184,660.00","111,108,526,705.00","41,808,602,250.00","63,585,756,000.00"
KBLM.JK,Kabelindo Murni Tbk PT,Indonesia,,,,,,"1,988,595,338,562.00","1,648,518,772,825.00","1,514,907,831,143.00","1,214,204,113,826.00","883,822,892,518.00"
KBLV.JK,First Media Tbk PT,Indonesia,,,,,,"28,572,000,000.00","113,520,000,000.00","140,413,000,000.00","151,800,000,000.00","188,697,000,000.00"
KBLI.JK,KMI Wire and Cable Tbk PT,Indonesia,,,,,,"3,393,775,712,485.00","2,764,212,244,707.00","2,221,091,331,884.00","1,761,740,449,027.00","1,968,859,464,809.00"
KDSI.JK,Kedawung Setia Industrial Tbk PT,Indonesia,,,,,,"2,068,240,926,757.00","2,127,671,804,507.00","2,352,412,014,545.00","2,241,085,126,185.00","1,923,089,935,410.00"
KIAS.JK,Keramika Indonesia Assosiasi Tbk PT,Indonesia,,,,,,"591,934,000,000.00","562,620,703,597.00","647,952,496,309.00","552,465,600,178.00","437,171,365,385.00"
KIJA.JK,Kawasan Industri Jababeka Tbk PT,Indonesia,,,,,,"4,602,648,000,000.00","3,291,891,181,655.00","2,747,185,440,534.00","2,490,256,211,002.00","2,396,086,017,034.00"
KICI.JK,Kedaung Indah Can Tbk PT,Indonesia,,,,,,"75,017,965,714.00","72,118,045,200.00","82,415,191,372.00","125,731,234,714.00","89,388,918,495.00"
KKGI.JK,Resource Alam Indonesia Tbk PT,Indonesia,,,,,,"5,258,290,438,750.00","4,536,475,686,320.00","3,972,827,347,940.00","1,883,134,251,000.00","1,013,991,207,840.00"
KLBF.JK,Kalbe Farma Tbk PT,Indonesia,62.52,67.69,73.91,69.92,54.93,"32,627,776,108,026.00","30,449,134,077,618.00","28,933,502,646,719.00","26,261,194,512,313.00","23,112,654,991,224.00"
KONI.JK,Perdana Bangun Pusaka Tbk PT,Indonesia,,,,,,"279,234,631,602.00","250,993,441,832.00","178,583,574,879.00","125,324,455,512.00","95,688,162,631.00"
KPIG.JK,MNC Land Tbk PT,Indonesia,,,,,,"1,770,144,397,893.00","1,421,006,433,535.00","1,121,876,641,357.00","699,975,339,646.00","678,039,009,593.00"
KREN.JK,Quantum Clovera Investama Tbk PT,Indonesia,25.43,35.22,26.44,15.02,,"7,145,252,843,667.00","11,706,950,768,796.00","12,317,418,338,173.00","12,700,224,838,329.00","11,616,366,270,423.00"
LAPD.JK,Leyand International Tbk PT,Indonesia,,,,,,"223,452,157,674.00","173,840,919,543.00",0.00,0.00,"14,172,810,265.00"
LCGP.JK,Eureka Prima Jakarta Tbk PT,Indonesia,,,,,,"2,000,000,000.00","6,844,216,933.00","8,510,693,983.00","6,000,000,000.00","21,545,454,546.00"
LION.JK,Lion Metal Works Tbk PT,Indonesia,,,,,,"425,423,985,814.00","452,134,429,435.00","408,811,497,547.00","300,280,285,514.00","298,552,920,579.00"
LMAS.JK,Limas Indonesia Makmur Tbk PT,Indonesia,,,,,,"39,092,308,914.00","102,699,955,629.00","162,942,467,774.00","167,097,354,227.00","189,230,788,762.00"
LMPI.JK,Langgeng Makmur Industri Tbk PT,Indonesia,,,,,,"521,341,089,058.00","544,957,685,861.00","575,434,595,241.00","568,644,535,159.00","513,607,183,458.00"
LMSH.JK,Lionmesh Prima Tbk PT,Indonesia,,,,,,"91,618,268,915.00","112,981,196,085.00","172,869,763,600.00","168,551,904,708.00","124,814,032,661.00"
LPCK.JK,Lippo Cikarang Tbk PT,Indonesia,,,,,,"1,890,607,000,000.00","1,028,816,000,000.00","1,243,608,000,000.00","1,805,184,000,000.00","1,802,557,000,000.00"
LPGI.JK,Lippo General Insurance Tbk PT,Indonesia,,,,,,"2,826,392,191,004.00","3,022,812,171,296.00","2,065,128,609,598.00","1,697,012,801,162.00","1,214,227,020,872.00"
LPLI.JK,Star Pacific Tbk PT,Indonesia,,,,,,"20,611,000,000.00","21,040,000,000.00","25,021,000,000.00","6,210,000,000.00","14,937,000,000.00"
LPIN.JK,Multi Prima Sejahtera Tbk PT,Indonesia,,,,,,"153,766,517,418.00","137,411,829,907.00","172,638,332,781.00","120,475,047,471.00","103,066,288,012.00"
LPKR.JK,Lippo Karawaci Tbk PT,Indonesia,46.72,50.07,40.07,36.95,42.02,"11,347,979,000,000.00","16,702,038,000,000.00","14,674,086,000,000.00","16,138,531,000,000.00","11,810,955,000,000.00"
LPPF.JK,Matahari Department Store Tbk PT,Indonesia,56.12,55.65,49.34,42.69,44.73,"6,398,770,000,000.00","6,538,586,000,000.00","6,454,583,000,000.00","5,585,975,000,000.00","4,839,058,000,000.00"
LPPS.JK,Lenox Pasifik Investama Tbk PT,Indonesia,,,,,,"249,000,000.00","240,000,000.00","225,000,000.00","180,000,000.00","60,000,000.00"
LSIP.JK,Perusahaan Perkebunan London Sumatra Indonesia Tbk PT,Indonesia,,,,,,"4,562,503,000,000.00","4,189,896,000,000.00","4,585,348,000,000.00","4,525,473,000,000.00","3,536,721,000,000.00"
LTLS.JK,Lautan Luas Tbk PT,Indonesia,,,,,,"7,722,382,000,000.00","7,316,902,000,000.00","7,879,115,000,000.00","6,635,544,000,000.00","5,592,338,000,000.00"
MAIN.JK,Malindo Feedmill Tbk PT,Indonesia,,,,,,"12,502,826,561,000.00","12,058,023,085,000.00","11,101,647,275,000.00","9,130,618,395,000.00","7,000,570,412,000.00"
MAMI.JK,Mas Murni Indonesia Tbk PT,Indonesia,,,,,,"42,593,821,025.00","41,707,787,681.00","126,737,094,975.00","120,719,047,383.00","112,615,094,145.00"
MAPI.JK,Mitra Adiperkasa Tbk PT,Indonesia,,,,,,"37,835,891,000,000.00","33,318,811,000,000.00","26,937,340,000,000.00","18,423,803,000,000.00","14,847,398,000,000.00"
MASA.JK,Multistrada Arah Sarana Tbk PT,Indonesia,,,,,,"6,780,977,677,180.00","7,526,477,760,935.00","7,232,523,192,565.00","6,600,670,836,750.00","4,483,424,986,560.00"
MAYA.JK,Bank Mayapada Internasional Tbk PT,Indonesia,,,,,,"2,427,419,000,000.00","1,984,792,000,000.00","1,901,903,000,000.00","467,409,000,000.00","238,579,000,000.00"
MCOR.JK,Bank China Construction Bank Indonesia Tbk PT,Indonesia,,,,,,"1,086,486,000,000.00","1,000,373,000,000.00","872,919,000,000.00","784,924,000,000.00","626,685,000,000.00"
MDLN.JK,Modernland Realty Tbk PT,Indonesia,,,,,,"1,017,570,122,981.00","1,152,307,658,513.00","1,098,860,308,931.00","2,008,645,648,830.00","731,507,824,075.00"
MDRN.JK,Modern Internasional Tbk PT,Indonesia,,,,,,"37,122,146,788.00","49,215,810,145.00","65,015,524,242.00","78,132,730,608.00","87,250,908,902.00"
MEDC.JK,Medco Energi Internasional Tbk PT,Indonesia,50.06,52.71,,,,"38,602,976,029,950.00","34,628,552,013,310.00","35,989,822,625,130.00","17,842,518,665,250.00","15,442,637,010,840.00"
MEGA.JK,Bank Mega Tbk PT,Indonesia,,,,,,"6,906,763,000,000.00","7,809,471,000,000.00","8,355,065,000,000.00","7,971,779,000,000.00","6,827,088,000,000.00"
MERK.JK,Merck Tbk PT,Indonesia,,,,,,"1,036,747,709,000.00","961,433,965,000.00","1,124,599,738,000.00","1,064,394,815,000.00","655,847,125,000.00"
META.JK,Nusantara Infrastructure Tbk PT,Indonesia,,,,,,"293,665,391,582.00","917,625,152,969.00","1,402,370,096,384.00","844,789,484,595.00","1,570,119,305,961.00"
MFIN.JK,Mandala Multifinance Tbk PT,Indonesia,,,,,,"2,311,579,000,000.00","2,180,485,000,000.00","2,156,563,000,000.00","1,755,596,000,000.00","1,548,944,000,000.00"
MICE.JK,Multi Indocitra Tbk PT,Indonesia,,,,,,"1,117,588,738,384.00","1,086,594,171,978.00","974,636,523,540.00","770,708,092,995.00","654,285,313,569.00"
MITI.JK,Mitra Investindo Tbk PT,Indonesia,,,,,,"292,831,221,553.00","306,995,042,342.00","121,886,168,697.00","20,465,291,631.00",0.00
MIRA.JK,Mitra International Resources Tbk PT,Indonesia,,,,,,"66,022,625,650.00","77,215,217,389.00","84,393,762,429.00","85,604,008,684.00","86,959,391,390.00"
MLBI.JK,Multi Bintang Indonesia Tbk PT,Indonesia,,,,,,"3,383,969,000,000.00","3,322,282,000,000.00","3,114,907,000,000.00","2,473,681,000,000.00","1,985,009,000,000.00"
MLIA.JK,Mulia Industrindo Tbk PT,Indonesia,,,,,,"4,417,035,469,000.00","4,806,411,306,000.00","5,073,812,958,000.00","4,450,121,257,000.00","3,736,112,780,000.00"
MLPL.JK,Multipolar Tbk PT,Indonesia,,,,,,"11,400,819,000,000.00","10,962,823,000,000.00","10,917,615,000,000.00","10,310,153,000,000.00","10,277,387,000,000.00"
MNCN.JK,Media Nusantara Citra Tbk PT,Indonesia,30.43,27.38,23.00,16.55,16.03,"7,953,812,000,000.00","7,783,253,000,000.00","9,065,210,000,000.00","10,012,880,000,000.00","7,956,238,000,000.00"
MPPA.JK,Matahari Putra Prima Tbk PT,Indonesia,,,,,,"7,118,356,000,000.00","6,914,802,000,000.00","7,017,530,000,000.00","6,655,222,000,000.00","6,746,594,000,000.00"
MRAT.JK,Mustika Ratu Tbk PT,Indonesia,,,,,,"333,562,949,947.00","300,596,022,300.00","285,177,566,612.00","326,794,571,097.00","318,408,499,475.00"
MREI.JK,Maskapai Reasuransi Indonesia Tbk PT,Indonesia,20.47,19.71,21.64,,,"2,177,080,418,197.00","1,946,727,802,503.00","1,751,679,147,904.00","1,704,484,329,587.00","1,644,171,115,396.00"
MTDL.JK,Metrodata Electronics Tbk PT,Indonesia,28.31,18.31,20.63,16.96,,"25,148,938,000,000.00","22,086,390,000,000.00","20,988,297,000,000.00","18,500,587,000,000.00","14,021,687,000,000.00"
MTFN.JK,Capitalinc Investment Tbk PT,Indonesia,,,,,,"486,210,227,940.00","420,758,765,352.00","354,237,898,291.00","761,272,388,424.00","856,238,894,543.00"
MTSM.JK,Metro Realty Tbk PT,Indonesia,,,,,,"27,462,614,300.00","25,517,108,065.00","21,747,242,062.00","27,015,774,778.00","22,905,174,633.00"
MYRX.JK,Hanson International Tbk PT,Indonesia,,,,,,"1,211,102,677,631.00","885,133,359,302.00","740,024,385,759.00","81,857,545,455.00","266,364,733,098.00"
MYOH.JK,Samindo Resources Tbk PT,Indonesia,,,,,,"2,889,091,100,110.00","2,065,816,239,205.00","2,202,623,509,020.00","2,289,427,871,250.00","2,435,544,184,320.00"
MYTX.JK,Asia Pacific Investama Tbk PT,Indonesia,,,,,,"1,263,144,000,000.00","1,207,058,000,000.00","1,623,733,000,000.00","1,702,852,000,000.00","1,388,468,000,000.00"
MYOR.JK,Mayora Indah Tbk PT,Indonesia,24.61,23.58,,,,"36,072,949,285,930.00","31,485,008,185,525.00","30,669,405,967,404.00","27,904,558,322,183.00","24,476,953,742,651.00"
NIPS.JK,Nipress Tbk PT,Indonesia,,,,,,"1,077,046,664,000.00","1,039,635,856,000.00","987,862,829,000.00","1,015,868,035,000.00","911,064,069,000.00"
NISP.JK,Bank OCBC NISP Tbk PT,Indonesia,66.25,65.91,64.13,70.57,,"11,936,019,000,000.00","11,313,154,000,000.00","10,604,170,000,000.00","9,704,222,000,000.00","9,475,160,000,000.00"
OCAP.JK,Onix Capital Tbk PT,Indonesia,,,,,,0.00,0.00,0.00,0.00,"5,279,536,653.00"
OKAS.JK,Ancora Indonesia Resources Tbk PT,Indonesia,,,,,,"2,931,608,168,880.00","2,849,467,677,885.00","2,463,976,451,310.00","1,551,408,757,500.00","1,520,591,866,560.00"
OMRE.JK,Indonesia Prima Property Tbk PT,Indonesia,,,,,,"63,450,385,158.00","71,374,127,445.00","88,296,513,447.00","85,195,697,693.00","72,735,015,093.00"
PANR.JK,Panorama Sentrawisata Tbk PT,Indonesia,,,,,,"3,094,277,043,000.00","2,858,881,069,000.00","1,526,643,156,000.00","101,573,748,000.00","793,211,964,000.00"
PANS.JK,Panin Sekuritas Tbk PT,Indonesia,,,,,,"344,623,077,124.00","370,032,614,333.00","475,301,759,940.00","370,752,159,701.00","287,967,451,175.00"
PBRX.JK,Pan Brothers Tbk PT,Indonesia,,,,,,"5,147,684,061,960.00","8,953,965,726,890.00","10,740,530,906,490.00","9,824,588,243,250.00","9,615,887,906,040.00"
PEGE.JK,Panca Global Kapital Tbk PT,Indonesia,,,,,,"-24,024,570,991.00","-69,336,154,061.00","-101,635,308,012.00","-95,025,650,926.00","5,034,067,841.00"
PGAS.JK,Perusahaan Gas Negara Tbk PT,Indonesia,68.07,63.45,75.13,65.97,71.34,"60,958,882,718,830.00","56,134,852,620,175.00","55,545,177,672,875.00","43,264,438,623,000.00","40,512,926,914,200.00"
PGLI.JK,Pembangunan Graha Lestari Indah Tbk PT,Indonesia,,,,,,"20,441,829,602.00","19,418,981,764.00","20,346,429,636.00","14,488,426,208.00","13,344,614,117.00"
PICO.JK,Pelangi Indah Canindo Tbk PT,Indonesia,,,,,,"600,290,596,962.00","547,818,226,822.00","549,569,631,061.00","455,740,836,133.00","308,444,212,106.00"
PJAA.JK,Pembangunan Jaya Ancol Tbk PT,Indonesia,,,,,,"1,265,897,000,000.00","1,273,834,000,000.00","957,879,000,000.00","389,342,000,000.00","414,179,667,509.00"
PKPK.JK,Paragon Karya Perkasa Tbk PT,Indonesia,,,,,,"244,822,021,000.00","57,813,090,000.00","26,565,778,000.00","3,078,120,000.00","17,334,744,000.00"
PLAS.JK,Polaris Investama Tbk PT,Indonesia,,,,,,"8,151,863,637.00","26,883,409,966.00","46,912,867,075.00","21,471,794,188.00","23,508,883,197.00"
PLIN.JK,Plaza Indonesia Realty Tbk PT,Indonesia,,,,,,"1,386,217,604,000.00","1,299,256,143,000.00","1,096,117,308,000.00","871,499,152,000.00","927,495,382,000.00"
PNBN.JK,Bank Pan Indonesia Tbk PT,Indonesia,,,,,,"9,243,116,000,000.00","9,663,044,000,000.00","10,261,088,000,000.00","10,996,512,000,000.00","10,948,916,000,000.00"
PNIN.JK,Paninvest Tbk PT,Indonesia,,,,,,"13,959,773,000,000.00","14,377,199,000,000.00","14,647,190,000,000.00","2,908,723,000,000.00","3,034,316,000,000.00"
PNLF.JK,Panin Financial Tbk PT,Indonesia,14.01,13.71,,,,"20,295,528,000,000.00","14,314,318,000,000.00","14,388,420,000,000.00","2,913,060,000,000.00","2,946,654,000,000.00"
PNSE.JK,Pudjiadi And Sons Tbk PT,Indonesia,,,,,,"241,138,264,831.00","221,619,050,499.00","143,574,826,603.00","69,060,494,053.00","76,511,926,328.00"
POLY.JK,Asia Pacific Fibers Tbk PT,Indonesia,,,,,,"3,089,273,403,100.00","4,483,004,048,080.00","6,179,008,704,660.00","5,314,877,291,250.00","3,663,889,351,200.00"
POOL.JK,Pool Advista Indonesia Tbk PT,Indonesia,,,,,,"31,766,452,608.00","34,354,878,512.00","-309,993,361,316.00","298,410,987.00","217,975,163,057.00"
PRAS.JK,Prima Alloy Steel Universal Tbk PT,Indonesia,,,,,,"91,714,152,467.00","262,061,053,201.00","300,527,048,812.00","340,551,346,399.00","574,869,742,811.00"
PSAB.JK,J Resources Asia Pasifik Tbk PT,Indonesia,,,,,,"3,797,415,043,110.00","2,619,394,744,950.00","1,560,728,481,290.00","3,379,346,830,500.00","3,477,957,069,600.00"
PSDN.JK,Prasidha Aneka Niaga Tbk PT,Indonesia,,,,,,"44,595,846,800.00","266,131,773,827.00","638,377,010,110.00","868,091,474,069.00","895,456,045,999.00"
PSKT.JK,Red Planet Indonesia Tbk PT,Indonesia,,,,,,"55,102,991,673.00","54,335,550,562.00","58,868,549,821.00","47,269,288,960.00","42,427,385,926.00"
PTBA.JK,Bukit Asam Tbk PT,Indonesia,81.37,82.37,76.76,64.85,64.42,"42,764,968,000,000.00","38,488,867,000,000.00","42,648,590,000,000.00","29,261,468,000,000.00","17,325,192,000,000.00"
PTRO.JK,Petrosea Tbk PT,Indonesia,,,,,,"11,115,148,990,000.00","8,892,413,715,000.00","7,413,874,105,000.00","5,924,252,250,000.00","4,783,259,520,000.00"
PTSN.JK,Sat Nusapersada Tbk PT,Indonesia,,,,,,"1,976,761,245,900.00","1,948,823,953,450.00","2,194,872,901,705.00","2,279,230,243,500.00","2,038,192,345,800.00"
PTSP.JK,Pioneerindo Gourmet International Tbk PT,Indonesia,,,,,,"691,241,883,000.00","623,950,741,000.00","555,686,213,000.00","423,068,585,000.00","372,583,278,000.00"
PUDP.JK,Pudjiadi Prestige Tbk PT,Indonesia,,,,,,"41,272,617,492.00","37,631,882,193.00","471,450,188,226.00","55,258,490,602.00","55,610,141,999.00"
PWON.JK,Pakuwon Jati Tbk PT,Indonesia,43.12,47.40,51.00,41.32,27.10,"6,670,808,930,000.00","6,200,438,405,000.00","5,987,432,707,000.00","5,713,272,952,000.00","3,977,211,311,000.00"
PYFA.JK,Pyridam Farma Tbk PT,Indonesia,,,,,,"1,920,811,832,587.00","702,067,615,605.00","715,425,027,099.00","630,530,235,961.00","277,398,061,739.00"
LQ45X.JK,Premier ETF LQ-45,Indonesia,,,,,,,,,,
RAJA.JK,Rukun Raharja Tbk PT,Indonesia,,,,,,"4,094,533,819,790.00","3,136,669,054,200.00","1,971,868,959,720.00","1,398,589,477,500.00","1,386,656,724,960.00"
